Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Nic_1 count	Nic_3 count	Nic_4 count	Nic_5 count	Nic_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Nic_1 normalised count	Nic_3 normalised count	Nic_4 normalised count	Nic_5 normalised count	Nic_6 normalised count
ENSDARG00000037488	1.1560989745969307e-8	4.002992699541873e-6	0.2572986215671799	14	16432738	16476863	-1	protein_coding	canx	calnexin [Source:ZFIN;Acc:ZDB-GENE-040426-2797]	2947	3389	3703	3242	3282	3394	4913	3831	3250	3768	3247.8763978456223	3189.14174257766	3083.991811243473	3255.9980743046617	3015.0019542571476	3571.8599254369738	4159.540046670064	3794.7756714769052	3645.013413811168	3689.896501770263
ENSDARG00000058206	1.2982514101567744e-8	4.426038653703711e-6	1.3909764127466602	14	11457500	11461002	1	protein_coding	si:ch211-153b23.5	si:ch211-153b23.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9744]	649	709	754	1107	762	1476	2521	1925	1570	2723	715.2601907708887	667.1884023274007	627.9583650223004	1111.7797249399323	700.0095944984602	1553.348629918967	2134.378273489768	1906.7980077246261	1760.8218645180104	2666.5573711041475
ENSDARG00000071014	1.5457477817029022e-8	5.189965279172169e-6	0.4586329939546104	19	7575141	7591062	1	protein_coding	s100u	S100 calcium binding protein U [Source:ZFIN;Acc:ZDB-GENE-030131-3121]	586	695	882	778	727	780	1270	997	829	992	645.8281537623124	654.0140192066904	734.561376591073	781.3591924148757	667.856922835145	820.8752922336004	1075.23221234907	987.5727863384168	929.7588061690641	971.4377202112795
ENSDARG00000026925	1.577446787330522e-8	5.21734638914095e-6	1.6251667531264744	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]	16	33	12	34	31	45	98	93	46	100	17.6335332085273	31.05390307024573	9.99403233457242	34.14680275334932	28.47808061607909	47.35818993655387	82.97067465370776	92.12063102254038	51.59095908778884	97.92718953742737
ENSDARG00000026049	1.86001498583087e-8	6.0614606008841285e-6	2.074171338763346	15	5086338	5106171	1	protein_coding	mxf	myxovirus (influenza virus) resistance F [Source:ZFIN;Acc:ZDB-GENE-030721-9]	16	23	48	76	27	107	168	142	182	164	17.6335332085273	21.64362941259551	39.97612933828968	76.32814733101613	24.803489568843077	112.60725162691698	142.23544226349904	140.65730758280358	204.12075117342542	160.6005908413809
ENSDARG00000012297	2.688271746277304e-8	8.633637956160152e-6	1.0734468441753984	1	10771457	10776547	1	protein_coding	cnga3b	cyclic nucleotide gated channel subunit alpha 3b [Source:ZFIN;Acc:ZDB-GENE-090312-121]	23	69	47	45	59	104	113	97	70	106	25.348203987257996	64.93088823778653	39.14329331040865	45.19429776178587	54.20021794673117	109.45003896448004	95.67026771294874	96.08280870092922	78.50798122054823	103.80282090967302
ENSDARG00000002401	2.7359721244339837e-8	8.661306039636725e-6	0.790040351671158	17	24877392	24890932	-1	protein_coding	gale	UDP-galactose-4-epimerase [Source:ZFIN;Acc:ZDB-GENE-060421-6479]	129	159	144	157	137	193	265	227	216	312	142.17036149375136	149.6233511566385	119.92838801486906	157.6778833022307	125.8547433678334	203.11401461677548	224.35947737992404	224.8535832485663	242.25319919483454	305.5328313567734
ENSDARG00000021443	2.8549515457062855e-8	8.89394639999117e-6	-0.2700342649739756	20	9575374	9580446	-1	protein_coding	zfp36l1b	zinc finger protein 36, C3H type-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2391]	1593	2143	2403	1824	2224	1444	1878	1627	1484	1658	1755.6386500739993	2016.6216448344423	2001.3049749981274	1831.8755359443871	2043.0726222632225	1519.671694852973	1589.9890510169712	1611.6157706846582	1664.3692018756226	1623.6328025305459
ENSDARG00000021004	2.889729877253449e-8	8.89394639999117e-6	0.3347674143843456	5	63458263	63509581	-1	protein_coding	c5	complement component 5 [Source:ZFIN;Acc:ZDB-GENE-120510-2]	757	882	1013	878	967	1004	1267	979	1053	1142	834.286539928448	829.9861366047495	843.6628962434885	881.7909652188442	888.3323856693058	1056.6138376955573	1072.692293737222	969.7429867856671	1180.9843460748184	1118.3285045174205
ENSDARG00000070651	3.013342034431232e-8	9.147350614109054e-6	0.49240188411889213	11	18343890	18384534	-1	protein_coding	prkcdb	protein kinase C, delta b [Source:ZFIN;Acc:ZDB-GENE-111129-1]	743	848	1158	1018	838	1002	1636	1195	1071	1354	818.8571983709866	797.9912061687388	964.4241202862387	1022.3954471444002	769.8268243959444	1054.5090292539328	1385.10228299455	1183.7005814186641	1201.172112674388	1325.9341463367666
ENSDARG00000032465	3.058039613970791e-8	9.157588898053071e-6	0.48159112301803497	2	37110504	37122351	1	protein_coding	slc1a8b	solute carrier family 1 member 8b [Source:ZFIN;Acc:ZDB-GENE-070912-552]	169	213	192	190	246	250	325	263	240	281	186.25419451506963	200.43882890794973	159.90451735315872	190.82036832754034	225.9873494050147	263.10105520307707	275.157849616888	260.5131823540658	269.17022132759394	275.1754026001709
ENSDARG00000099195	3.427521187742691e-8	1.012718260271707e-5	-0.46248020066546003	3	33761549	33762726	1	protein_coding	ier2a	immediate early response 2a [Source:NCBI gene;Acc:797137]	447	685	605	550	652	366	448	400	393	437	492.63683401323146	644.6037455490401	503.8657968680262	552.3747504218272	598.9583406994699	385.1799448173048	379.29451270266406	396.2177678388834	440.7662374239351	427.9418182785576
ENSDARG00000107486	3.897316008968241e-8	1.1363752994570555e-5	1.9048260482401642	1	8001435	8012476	-1	protein_coding	CR855320.3	si:dkey-79f11.10 [Source:NCBI gene;Acc:100007523]	11	18	14	10	8	46	43	60	34	36	12.12305408086252	16.938492583770397	11.659704390334491	10.04317728039686	7.349182094472023	48.41059415736618	36.405500103157486	59.432665175832504	38.13244802140914	35.253788233473855
ENSDARG00000020573	4.952400731570429e-8	1.425262340410399e-5	0.1637623498455332	9	33334501	33354738	1	protein_coding	ddx3xa	DEAD-box helicase 3 X-linked a [Source:ZFIN;Acc:ZDB-GENE-030131-1565]	1966	2369	2659	2128	2444	2386	2868	2496	2163	2536	2166.7203929977923	2229.2938294973374	2214.5109981356723	2137.1881252684516	2245.175129861203	2511.0364708581674	2428.1621929268763	2472.3988713146323	2425.8966197149402	2483.4335266691583
ENSDARG00000052170	5.378026233646618e-8	1.5279110427898597e-5	0.5220868884437774	6	35033457	35052388	-1	protein_coding	uap1	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1233]	228	373	408	343	323	356	560	498	405	490	251.27784822151403	351.00320743035326	339.7970993754623	344.4809807176123	296.72322706430793	374.65590260918174	474.1181408783301	493.2911209594098	454.22474849031477	479.8432287333941
ENSDARG00000056874	6.11367103959139e-8	1.7149234207258887e-5	0.9322402181760222	14	20893065	20898499	1	protein_coding	lygl1	lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461]	166	226	263	243	165	268	434	398	440	400	182.94790703847076	212.672184662895	219.03587533271224	244.04920791364367	151.57688069848547	282.0443311776986	367.44155918070584	394.23667899968893	493.4787391005889	391.70875814970947
ENSDARG00000017874	6.593931807955883e-8	1.8265191108037797e-5	0.44934653639210415	7	20779026	20796935	-1	protein_coding	dnajc3b	DnaJ (Hsp40) homolog, subfamily C, member 3b [Source:ZFIN;Acc:ZDB-GENE-000831-4]	225	277	261	277	269	273	433	330	313	379	247.97156074491517	260.66458031691116	217.37020327695015	278.196010666993	247.11624792662178	287.30635228176016	366.5949196434231	326.8796584670788	351.0428303147371	371.14404834684973
ENSDARG00000068152	8.809742925542934e-8	2.4101716448152028e-5	0.7714370033487951	18	26649860	26715655	-1	protein_coding	malt3	MALT paracaspase 3 [Source:ZFIN;Acc:ZDB-GENE-050419-182]	58	81	78	76	64	84	172	108	114	112	63.921557880911465	76.22321662696679	64.96121017472073	76.32814733101613	58.793456755776184	88.40195454823389	145.62200041262994	106.97879731649851	127.85585513060713	109.67845228191865
ENSDARG00000090730	9.736387980684275e-8	2.631199483560531e-5	1.0501830894570803	21	27448856	27461206	1	protein_coding	cfbl	complement factor b, like [Source:ZFIN;Acc:ZDB-GENE-030131-2319]	50	68	107	111	88	103	189	167	193	185	55.104791276647816	63.9898608720215	89.11345498327076	111.47926781240514	80.84100303919226	108.39763474366774	160.0148725464364	165.4209180727338	216.45771965094013	181.16530064424063
ENSDARG00000101040	1.2007636599072872e-7	3.205894301631986e-5	1.2869144859358186	2	45191049	45193014	1	protein_coding	ccl20a.3	chemokine (C-C motif) ligand 20a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-081022-193]	26	36	26	16	39	62	62	78	58	74	28.654491463856864	33.876985167540795	21.653736724906913	16.069083648634976	35.82726271055111	65.2490616903631	52.4916513115294	77.26246472858226	65.04947015416853	72.46612025769625
ENSDARG00000067672	1.2286665094877014e-7	3.241339267886602e-5	1.163806864506168	5	51156808	51166025	-1	protein_coding	card9	caspase recruitment domain family, member 9 [Source:ZFIN;Acc:ZDB-GENE-060531-94]	42	54	59	54	28	76	91	116	112	112	46.28802467238417	50.81547775131119	49.13732564498107	54.23315731414304	25.72213733065208	79.98272078173542	77.04419789272863	114.90315267327618	125.61276995287717	109.67845228191865
ENSDARG00000015709	1.267360144132834e-7	3.304082446351011e-5	0.5018095423061928	25	30196039	30230559	1	protein_coding	hsd17b12a	hydroxysteroid (17-beta) dehydrogenase 12a [Source:NCBI gene;Acc:327417]	538	574	780	509	635	678	926	859	731	927	592.9275541367305	540.1497079491227	649.6121017472074	511.1977235722001	583.3413287487168	713.5300617107449	783.9882115238102	850.877656434002	819.8476324602966	907.7850470119517
ENSDARG00000105142	1.3428959340446795e-7	3.460299290515128e-5	0.46894131852274523	14	16777308	16810489	-1	protein_coding	tcirg1b	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3b [Source:ZFIN;Acc:ZDB-GENE-040426-2022]	229	334	362	335	314	328	489	422	384	470	252.379944047047	314.3031401655174	301.4866420929347	336.4464388932948	288.4553972080269	345.1885844264371	414.0067337312561	418.00974507002195	430.67235412415033	460.2577908259086
ENSDARG00000074322	1.8153098922284248e-7	4.5995118211108656e-5	1.390492361224908	25	13191391	13194926	1	protein_coding	si:ch211-194m7.3	si:ch211-194m7.3 [Source:ZFIN;Acc:ZDB-GENE-131121-19]	114	128	190	173	110	289	456	301	365	391	125.63892411075702	120.45150281792283	158.23884529739667	173.74696695086567	101.05125379899032	304.14481981475706	386.06762900092593	298.1538702987597	409.3630449357158	382.895311091341
ENSDARG00000099695	1.8265209397913184e-7	4.5995118211108656e-5	0.6859864713559454	3	13911950	13921173	-1	protein_coding	si:dkey-61n16.5	si:dkey-61n16.5 [Source:ZFIN;Acc:ZDB-GENE-100922-235]	489	1102	953	797	1006	1325	1549	1410	1001	1394	538.9248586856156	1037.0121570730544	793.6927345706264	800.4412292476296	924.1596483798569	1394.4355925763084	1311.4446432509524	1396.6676316320638	1122.6641314538397	1365.1050221517376
ENSDARG00000071437	1.935806027374436e-7	4.819939501867135e-5	0.6005664387693402	22	22977268	23067859	-1	protein_coding	ptprc	protein tyrosine phosphatase receptor type C [Source:ZFIN;Acc:ZDB-GENE-050208-585]	127	178	214	164	186	187	270	299	246	257	139.96616984268545	167.50287110617393	178.2269099665415	164.7081073985085	170.86848369647453	196.79958929190164	228.59267506633773	296.17278145956533	275.8994768607838	251.67287711118834
ENSDARG00000009484	2.649860566371607e-7	6.477001274968236e-5	0.22374559760813278	2	3062737	3077027	-1	protein_coding	arf1	ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5]	972	1054	1286	1089	1136	1145	1522	1214	1140	1203	1071.2371424180335	991.8428435163333	1071.027131855011	1093.702005835218	1043.5838574150273	1205.0028328300928	1288.5853757443185	1202.520925391011	1278.5585513060712	1178.0640901352513
ENSDARG00000086337	2.6597794044319024e-7	6.477001274968236e-5	1.3417174978683006	21	4702773	4707754	1	protein_coding	si:dkey-102g19.3	si:dkey-102g19.3 [Source:ZFIN;Acc:ZDB-GENE-091204-230]	28	27	48	40	28	51	95	87	83	100	30.858683114922776	25.407738875655596	39.97612933828968	40.17270912158744	25.72213733065208	53.672615261427715	80.43075604185957	86.17736450495713	93.0880348757929	97.92718953742737
ENSDARG00000098853	3.1784643500562445e-7	7.584839099293074e-5	0.4419766497449214	14	45434680	45464112	-1	protein_coding	ehd1a	EH-domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2518]	585	583	801	692	737	708	1142	845	852	904	644.7260579367794	548.6189542410079	667.1016583327091	694.9878678034627	677.0434004532351	745.1021883351142	966.8623515768803	837.0100345596411	955.5542857129585	885.2617934183434
ENSDARG00000100826	3.184159716515692e-7	7.584839099293074e-5	0.3066440946910297	15	25501864	25527581	-1	protein_coding	hif1al	hypoxia inducible factor 1 subunit alpha, like [Source:ZFIN;Acc:ZDB-GENE-040426-1315]	2708	2900	4111	3095	3089	3327	4701	3723	3349	3810	2984.475495543246	2728.9793607185643	3423.7889106189355	3108.363368282828	2837.70293622801	3501.3488426425492	3980.0524647661246	3687.796874160407	3756.0461301088003	3731.0259213759828
ENSDARG00000086881	3.217395646812044e-7	7.584839099293074e-5	-0.5135708989354807	11	31038409	31039533	-1	protein_coding	ier2b	immediate early response 2b [Source:ZFIN;Acc:ZDB-GENE-030131-8244]	422	539	479	439	520	298	341	307	285	386	465.08443837490756	507.2137501473469	398.9284573550158	440.8954826094221	477.6968361406815	313.6164578020678	288.7040822134117	304.097136816343	319.6396378265178	377.99895161446966
ENSDARG00000010641	4.1586514597908384e-7	9.700601720943682e-5	0.226494640060152	10	17713022	17728165	1	protein_coding	slc20a1b	solute carrier family 20 member 1b [Source:NCBI gene;Acc:321541]	2300	2651	2885	2368	2704	2825	3217	2896	2534	3041	2534.8203987257994	2494.6635466430735	2402.7319404367863	2378.224379997976	2484.023547931544	2973.041923794771	2723.63939143855	2868.6166391535157	2841.988920183846	2977.9658338331665
ENSDARG00000076839	4.3613790702626757e-7	1.0067516687189677e-4	0.8035926182925016	15	509126	516750	1	protein_coding	ftr86	finTRIM family, member 86 [Source:ZFIN;Acc:ZDB-GENE-060929-108]	102	137	161	124	102	158	207	243	192	245	112.41377420436154	128.92074910980804	134.08660048884664	124.53539827692106	93.70207170451829	166.27986688834469	175.2543842175256	240.70229396212164	215.33617706207517	239.92161436669704
ENSDARG00000041051	4.606472017864658e-7	1.0523651537719672e-4	-0.45177813415805135	9	30263188	30264415	-1	protein_coding	mid1ip1a	MID1 interacting protein 1a [Source:NCBI gene;Acc:30600]	705	803	1134	844	828	522	718	605	532	648	776.9775570007342	755.6449747093128	944.4360556170938	847.6441624654949	760.6403467778543	549.3550032640248	607.8871877690018	599.279373856311	596.6606572761666	634.5681882025293
ENSDARG00000077308	5.184394944947707e-7	1.1723080814289917e-4	1.7976762402647475	6	39114345	39119142	1	protein_coding	gpr84	G protein-coupled receptor 84 [Source:ZFIN;Acc:ZDB-GENE-070928-33]	7	9	16	28	6	37	60	33	54	37	7.714670778730694	8.469246291885199	13.325376446096561	28.120896385111205	5.511886570854017	38.938956170055405	50.798372236963935	32.687965846707876	60.563299798708634	36.23306012884812
ENSDARG00000010423	5.64267986343911e-7	1.2630483411496028e-4	0.5166813225732619	7	38653481	38659477	-1	protein_coding	npsn	nephrosin [Source:ZFIN;Acc:ZDB-GENE-040420-2]	239	290	426	269	324	364	510	388	369	488	263.40090230237655	272.8979360718564	354.78814787732097	270.1614688426755	297.6418748261169	383.0751363756802	431.78616401419345	384.3312348037169	413.8492152911757	477.88468494264555
ENSDARG00000076146	6.031064561767043e-7	1.3364839068875768e-4	0.8416484290230657	7	2244859	2249885	1	protein_coding	zgc:172075	zgc:172075 [Source:ZFIN;Acc:ZDB-GENE-080215-3]	76	90	127	84	114	99	231	162	163	192	83.75928274050467	84.69246291885199	105.77017554089146	84.36268915533361	104.72584484622632	104.18801786041851	195.57373311231115	160.46819597474777	182.8114419849909	188.02020391186053
ENSDARG00000026629	6.399168952918797e-7	1.404015683135451e-4	0.46783619189118114	20	26709009	26822550	-1	protein_coding	gmds	GDP-mannose 4,6-dehydratase [Source:ZFIN;Acc:ZDB-GENE-050419-45]	262	284	387	309	298	301	513	415	395	426	288.74910628963454	267.25177187726626	322.30754278996056	310.33417796426295	273.7570330190829	316.7736704645048	434.3260826260417	411.0759341328415	443.009322601665	417.1698274294406
ENSDARG00000074656	7.67878145504591e-7	1.6682529121942878e-4	0.7293490908424903	16	29509133	29513434	1	protein_coding	ctss2.1	cathepsin S, ortholog2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050522-559]	77	89	110	108	86	121	203	122	162	143	84.86137856603763	83.75143555308696	91.61196306691386	108.46631462828609	79.00370751557425	127.3409107182893	171.86782606839466	120.84641919085942	181.68989939612592	140.03588103852113
ENSDARG00000055045	8.054950170334563e-7	1.732987337617611e-4	0.5483320240715376	14	4125363	4145594	-1	protein_coding	casp3b	caspase 3, apoptosis-related cysteine peptidase b [Source:ZFIN;Acc:ZDB-GENE-070607-1]	147	172	225	177	185	198	316	253	267	237	162.00808635334457	161.8567069115838	187.3881062732329	177.76423786302442	169.94983593466554	208.37603572083702	267.5380937813434	250.60773815809372	299.45187122694824	232.08743920370287
ENSDARG00000002165	9.812800194903273e-7	2.0908812722986205e-4	0.7659495773827513	24	12945803	12954482	1	protein_coding	psme1	proteasome activator subunit 1 [Source:ZFIN;Acc:ZDB-GENE-991110-17]	117	204	193	222	144	176	340	319	278	329	128.94521158735589	191.9695826160645	160.73735338103978	222.95853562481028	132.2852777004964	185.22314286296623	287.857442676129	315.9836698515095	311.788839704463	322.18045357813605
ENSDARG00000016260	1.0295778678143546e-6	2.1728995762634377e-4	-0.20328523879045288	7	22718251	22761090	1	protein_coding	fxr2	fragile X mental retardation, autosomal homolog 2 [Source:ZFIN;Acc:ZDB-GENE-040426-943]	1785	1873	2160	1839	2070	1598	1846	1625	1407	1657	1967.241048576327	1762.5442560778865	1798.9258202230358	1846.9403018649823	1901.600866944636	1681.7419448580686	1562.8965858239237	1609.6346818454638	1578.0104225330194	1622.6535306351716
ENSDARG00000102599	1.1902347697966538e-6	2.488264386669231e-4	0.36838932990785694	8	52515188	52529642	1	protein_coding	si:ch1073-392o20.2	si:ch1073-392o20.2 [Source:ZFIN;Acc:ZDB-GENE-091204-431]	810	793	1116	995	904	967	1402	1041	1045	1294	892.6976186816946	746.2347010516626	929.4450071152352	999.2961393994875	830.4575766753386	1017.674881525502	1186.9886312703907	1031.156740800694	1172.0120053638987	1267.17783261431
ENSDARG00000063177	1.241142522453093e-6	2.5704409623888356e-4	0.6496780828421899	22	32228882	32235551	1	protein_coding	manf	mesencephalic astrocyte-derived neurotrophic factor [Source:ZFIN;Acc:ZDB-GENE-060929-640]	126	154	127	133	137	164	247	232	142	248	138.8640740171525	144.91821432781342	105.77017554089146	133.57425782927822	125.8547433678334	172.59429221321855	209.11996570883488	229.80630534655236	159.25904761882643	242.85943005281987
ENSDARG00000010312	1.3316164337955993e-6	2.7322796456398594e-4	0.538630506528799	22	38173960	38199988	1	protein_coding	cp	ceruloplasmin [Source:ZFIN;Acc:ZDB-GENE-010522-1]	1981	3085	3327	2323	2845	2951	4223	3701	3828	4047	2183.2518303807865	2903.069423385093	2770.845464760204	2333.0300822361905	2613.5528823466134	3105.6448556171213	3575.3587659449786	3666.0048969292684	4293.265030175124	3963.113360579686
ENSDARG00000117266	1.5067033090350186e-6	3.0631692961666067e-4	1.0766400758977743	12	46071521	46083500	-1	lincRNA	FO904966.1	NA	54	87	97	108	105	125	218	190	138	247	59.51317457877964	81.86938082155693	80.7850947044604	108.46631462828609	96.4580149899453	131.55052760153853	184.56741912763565	188.2034397234696	154.77287726336652	241.8801581574456
ENSDARG00000105424	1.7076930367696672e-6	3.440225244983257e-4	0.39712276747502373	14	32866748	32876280	-1	protein_coding	si:rp71-46j2.7	si:rp71-46j2.7 [Source:ZFIN;Acc:ZDB-GENE-160113-120]	217	284	357	294	281	299	421	376	336	378	239.15479414065152	267.25177187726626	297.3224619535295	295.26941204366767	258.1400210683298	314.66886202288015	356.4352451960303	372.4447017685504	376.83830985863153	370.16477645147546
ENSDARG00000020298	1.8085464146809996e-6	3.61057554498477e-4	-0.46964113095654475	22	336256	339623	1	protein_coding	btg2	B-cell translocation gene 2 [Source:ZFIN;Acc:ZDB-GENE-000210-15]	1014	1357	1391	1127	1349	736	1117	840	788	859	1117.5251670904177	1276.974135343135	1158.4749147825198	1131.866079500726	1239.2558306803448	774.5695065178588	945.6963631448119	832.0573124616551	883.7755600256002	841.1945581265011
ENSDARG00000088440	1.9472682409898295e-6	3.8528093053870197e-4	0.36384344558628035	15	28545143	28587490	-1	protein_coding	ssh2a	slingshot protein phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3810]	539	692	672	610	644	701	845	789	731	836	594.0296499622634	651.1909371093953	559.6658107360556	612.6338141042085	591.6091586049979	737.735358789428	715.4104090039087	781.5395470621975	819.8476324602966	818.6713045328928
ENSDARG00000013598	2.014049642878469e-6	3.9140003802652553e-4	1.323764181093022	15	34699585	34702661	1	protein_coding	tnfb	tumor necrosis factor b (TNF superfamily, member 2) [Source:ZFIN;Acc:ZDB-GENE-050601-2]	10	11	22	21	7	38	38	32	32	30	11.020958255329564	10.351301023415244	18.32239261338277	21.090672288833403	6.43053433266302	39.99136039086771	32.172302416743825	31.69742142711067	35.889362843679194	29.37815686122821
ENSDARG00000105641	2.014134482018572e-6	3.9140003802652553e-4	0.44569218916239756	7	34256520	34265481	-1	protein_coding	si:ch211-98n17.5	si:ch211-98n17.5 [Source:ZFIN;Acc:ZDB-GENE-160728-87]	361	437	482	453	442	446	665	566	516	662	397.85659301739724	411.22895883931466	401.4269654386589	454.95593080197773	406.0423107195793	469.37228248228945	563.015292293017	560.6481414920199	578.715975854327	648.2779947377692
ENSDARG00000090526	2.0311825078091353e-6	3.9140003802652553e-4	0.8008135202693695	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	146	160	156	112	167	166	316	274	226	269	160.9059905278116	150.56437852240353	129.92242034944147	112.48358554044482	153.4141762221035	174.69910065484316	267.5380937813434	271.4091709696351	253.4686250834843	263.42413985567964
ENSDARG00000068951	2.074620510962754e-6	3.9632405623219504e-4	1.5548905409239473	18	15758375	15768336	1	protein_coding	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	47	119	59	134	103	150	380	260	248	289	51.79850380004895	111.98225652603763	49.13732564498107	134.57857555731792	94.6207194663273	157.86063312184623	321.72302416743827	257.5415490952742	278.14256203851374	283.0095777631651
ENSDARG00000103979	2.574148362227508e-6	4.8754810005950064e-4	0.3170293428357583	22	4762478	4769140	-1	protein_coding	calr3a	calreticulin 3a [Source:ZFIN;Acc:ZDB-GENE-000208-17]	953	1131	1298	1076	1185	1190	1616	1437	1157	1369	1050.2973217329074	1064.30195068024	1081.0211641895835	1080.645875370702	1088.5975977436683	1252.3610227666468	1368.1694922488955	1423.4123309611884	1297.6247753167759	1340.6232247673806
ENSDARG00000091260	2.783740232209556e-6	5.227769792013878e-4	0.36370921027163056	2	394166	424925	1	protein_coding	mylk4a	myosin light chain kinase family, member 4a [Source:ZFIN;Acc:ZDB-GENE-120824-2]	360	456	566	407	514	516	662	566	498	597	396.7544971918643	429.1084787888501	471.3851917806659	408.7573153121522	472.1849495698275	543.040577939151	560.4753736811688	560.6481414920199	558.5282092547575	584.6253215384414
ENSDARG00000070682	3.0139735975458675e-6	5.612576043833313e-4	0.23580222789984337	23	24693533	24699400	-1	protein_coding	sdf4	stromal cell derived factor 4 [Source:NCBI gene;Acc:406360]	605	694	757	667	700	708	872	803	714	779	666.7679744474385	653.0729918409254	630.4568731059436	669.8799246024705	643.053433266302	745.1021883351142	738.2696765105426	795.4071689365584	800.7814084495919	762.8528064965592
ENSDARG00000098700	3.2070605078988385e-6	5.922371737919855e-4	1.4599746026175269	10	44955106	44964776	1	protein_coding	il1b	interleukin 1, beta [Source:ZFIN;Acc:ZDB-GENE-040702-2]	12	14	20	28	16	59	56	45	49	28	13.225149906395476	13.17438312071031	16.6567205576207	28.120896385111205	14.698364188944046	62.09184902792618	47.41181408783301	44.574498881874376	54.95558685438376	27.419613070479663
ENSDARG00000058647	3.3987572138303156e-6	6.224500814750397e-4	0.6859448668876301	23	7505943	7545960	1	protein_coding	hck	HCK proto-oncogene, Src family tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-090313-72]	53	80	86	80	91	99	161	135	99	111	58.411078753246684	75.28218926120176	71.62389839776901	80.34541824317488	83.59694632461927	104.18801786041851	136.3089655025199	133.72349664562313	111.0327162976325	108.69918038654438
ENSDARG00000035598	3.5146211176505798e-6	6.367196227094979e-4	0.2318055730757153	5	20319519	20419863	1	protein_coding	coro1ca	coronin, actin binding protein, 1Ca [Source:NCBI gene;Acc:317741]	1153	1225	1523	1166	1247	1292	1630	1423	1263	1521	1270.7164868394987	1152.758523062152	1268.4092704628165	1171.0344708942737	1145.5537589758267	1359.7062532895022	1380.0224457708537	1409.5447090868277	1416.5082897364632	1489.4725528642703
ENSDARG00000032801	3.534138700057231e-6	6.367196227094979e-4	0.6204799440712019	10	2715548	2755378	1	protein_coding	grk5	G protein-coupled receptor kinase 5 [Source:ZFIN;Acc:ZDB-GENE-091204-274]	100	140	135	122	113	119	234	195	171	187	110.20958255329563	131.74383120710309	112.43286376393974	122.52676282084168	103.80719708441733	125.23610227666467	198.11365172415935	193.15616182145564	191.78378269591067	183.12384443498917
ENSDARG00000101334	3.5837237139209578e-6	6.404461088749067e-4	0.30461790496486985	15	43604032	43625549	-1	protein_coding	ctsc	cathepsin C [Source:ZFIN;Acc:ZDB-GENE-030619-9]	695	984	1041	877	849	865	1220	1074	1014	1094	765.9565987454047	925.9709279127818	866.9823050241575	880.7866474908045	779.9319497758435	910.3296510026465	1032.9002354849333	1063.8447066474018	1137.2441851090844	1071.3234535394554
ENSDARG00000079497	3.6199335368066345e-6	6.417418174050802e-4	-0.38540538919699724	5	27866649	27867657	-1	protein_coding	tcima	transcriptional and immune response regulator a [Source:ZFIN;Acc:ZDB-GENE-050320-36]	332	445	501	310	439	253	336	297	287	311	365.8958140769415	418.75717776543485	417.2508499683986	311.3384956923026	403.2863674341523	266.258267865514	284.4708845269981	294.1916926203709	321.88272300424774	304.5535594613991
ENSDARG00000016939	3.895178048315813e-6	6.800253756243477e-4	0.5244402779876073	9	44961138	44983666	-1	protein_coding	itgb2	integrin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-110411-4]	122	202	270	194	210	206	331	294	261	278	134.45569071502067	190.08752788453447	224.86572752787947	194.83763923969906	192.9160299798906	216.79526948733547	280.2376868405844	291.2200593615793	292.7226156937584	272.2375869140481
ENSDARG00000090654	3.8972573422514515e-6	6.800253756243477e-4	0.20874415017840736	5	9441198	9540770	-1	protein_coding	gak	cyclin G associated kinase [Source:ZFIN;Acc:ZDB-GENE-041210-358]	782	869	1007	788	985	896	1197	1012	863	961	861.8389355667719	817.7527808498043	838.6658800762024	791.4023696952725	904.8680453818679	942.9541818478282	1013.4275261274306	1002.4309526323749	967.8912541904732	941.080291454677
