Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000117266	5.62426730937401e-6	9.980877494721145e-4	-1.044633739823566	12	46071521	46083500	-1	lincRNA	FO904966.1	NA
ENSDARG00000096031	6.038705511812107e-6	0.0010585648371861968	0.4618651174771667	1	49245229	49250490	-1	protein_coding	si:ch73-6k14.2	si:ch73-6k14.2 [Source:ZFIN;Acc:ZDB-GENE-110914-243]
ENSDARG00000020298	6.058262330363442e-6	0.0010585648371861968	-0.42604468226236053	22	336256	339623	1	protein_coding	btg2	B-cell translocation gene 2 [Source:ZFIN;Acc:ZDB-GENE-000210-15]
ENSDARG00000098375	6.4132682812299225e-6	0.0011120411374667	0.2292503551159984	14	16151368	16212896	1	protein_coding	polr1a	RNA polymerase I subunit A [Source:ZFIN;Acc:ZDB-GENE-030131-5286]
ENSDARG00000017251	6.863019492459489e-6	0.0011760946259384611	2.0999234881501954	10	39314578	39321367	-1	protein_coding	smtlb	somatolactin beta [Source:ZFIN;Acc:ZDB-GENE-060123-1]
ENSDARG00000034852	6.88622431212042e-6	0.0011760946259384611	0.43280765281769784	10	17460358	17484764	-1	protein_coding	nt5c2l1	5'-nucleotidase, cytosolic II, like 1 [Source:ZFIN;Acc:ZDB-GENE-031006-8]
ENSDARG00000092044	6.961531052104562e-6	0.0011800834167802622	-0.8329464546140735	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]
ENSDARG00000030616	7.261359807605764e-6	0.0012217910224427034	0.3087104160134525	3	24072720	24093144	-1	protein_coding	nfe2l1a	nuclear factor, erythroid 2-like 1a [Source:ZFIN;Acc:ZDB-GENE-040630-5]
ENSDARG00000100515	7.599307431205491e-6	0.0012692519727928878	-0.4668383960923955	14	15760253	15763648	-1	protein_coding	dusp1	dual specificity phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2018]
ENSDARG00000105590	9.218897207070398e-6	0.0015214002139629873	0.4384974958141042	7	2021025	2047639	-1	protein_coding	si:cabz01007794.1	si:cabz01007794.1 [Source:ZFIN;Acc:ZDB-GENE-160728-147]
ENSDARG00000109240	9.242933283156163e-6	0.0015214002139629873	-1.967659700993125	KN150297.1	87	5872	-1	protein_coding	CABZ01067080.1	interferon-induced very large GTPase 1-like [Source:NCBI gene;Acc:101883914]
ENSDARG00000054848	1.008263105720737e-5	0.001647676003341478	0.4407488728186635	19	41190258	41213718	-1	protein_coding	pdk4	pyruvate dehydrogenase kinase, isozyme 4 [Source:ZFIN;Acc:ZDB-GENE-060503-754]
ENSDARG00000057652	1.0549207186961367e-5	0.0017116088660844818	-0.3084108968270814	16	13599693	13613475	-1	protein_coding	dbpb	D site albumin promoter binding protein b [Source:ZFIN;Acc:ZDB-GENE-100922-6]
ENSDARG00000005332	1.0852821267611909e-5	0.0017483818091759186	-0.6230906374655244	24	24086249	24101132	1	protein_coding	lipib	lipase, member Ib [Source:ZFIN;Acc:ZDB-GENE-091118-47]
ENSDARG00000105731	1.1537916123014819e-5	0.0018456603150301522	-0.7315323798141071	4	72463842	72476526	-1	protein_coding	CR788316.1	verrucotoxin subunit beta-like [Source:NCBI gene;Acc:103908715]
ENSDARG00000103428	1.1762129607775145e-5	0.0018683690492350517	0.24856408564260962	10	45148005	45205893	1	protein_coding	ogdhb	oxoglutarate (alpha-ketoglutarate) dehydrogenase b (lipoamide) [Source:ZFIN;Acc:ZDB-GENE-090311-8]
ENSDARG00000093750	1.2003408779028293e-5	0.0018934543778863031	-1.0569176797225628	5	54938634	54941004	1	protein_coding	cd180	CD180 molecule [Source:ZFIN;Acc:ZDB-GENE-070705-323]
ENSDARG00000093082	1.2385699514940353e-5	0.0019402838929784146	-2.3269012477184283	1	56595955	56596701	-1	protein_coding	LO018605.1	NA
ENSDARG00000074508	1.299861722643632e-5	0.002022353358208911	-0.24610757661816546	11	11595973	11625630	-1	protein_coding	si:dkey-28e7.3	si:dkey-28e7.3 [Source:ZFIN;Acc:ZDB-GENE-141215-28]
ENSDARG00000094965	1.3301415755246675e-5	0.002055385434560736	0.23339080462547887	6	8172227	8180042	1	protein_coding	nfil3-5	nuclear factor, interleukin 3 regulated, member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-7677]
ENSDARG00000030472	1.3542638425959071e-5	0.002078520485443651	0.7284238264214117	12	26566422	26587231	-1	protein_coding	slc16a5a	solute carrier family 16 member 5a [Source:ZFIN;Acc:ZDB-GENE-121108-4]
ENSDARG00000054849	1.3700112079542398e-5	0.002088577489173192	-0.34495112867110855	3	29949984	29968055	-1	protein_coding	bcat2	branched chain amino-acid transaminase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-425]
ENSDARG00000016391	1.4328142864612067e-5	0.0021697584344644205	0.293208512824213	11	2111582	2131280	-1	protein_coding	calcoco1b	calcium binding and coiled-coil domain 1b [Source:ZFIN;Acc:ZDB-GENE-031118-126]
ENSDARG00000040076	1.5734206104090692e-5	0.0023669039182411923	-0.40962010322065023	16	41984032	41990421	-1	protein_coding	pycard	PYD and CARD domain containing [Source:NCBI gene;Acc:57923]
ENSDARG00000091757	1.7312190728531824e-5	0.002587147449990792	-0.3947395613445855	20	35568552	35578435	-1	protein_coding	adgrf6	adhesion G protein-coupled receptor F6 [Source:ZFIN;Acc:ZDB-GENE-041001-212]
ENSDARG00000010602	1.8715170937555915e-5	0.002778530116644331	-0.5805545241341739	5	11407504	11414648	1	protein_coding	zgc:112294	zgc:112294 [Source:NCBI gene;Acc:553704]
ENSDARG00000052170	1.9482153389330616e-5	0.002873617624926266	-0.4104526940257014	6	35033457	35052388	-1	protein_coding	uap1	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1233]
ENSDARG00000076945	1.9723095970908962e-5	0.002890387903091594	0.5322303127050471	20	7327627	7350653	1	processed_transcript	dsg2.1	desmoglein 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7531]
ENSDARG00000020239	2.1488728435453678e-5	0.003128951707764938	0.2502708521293255	17	30442518	30470271	1	protein_coding	lpin1	lipin 1 [Source:ZFIN;Acc:ZDB-GENE-080722-2]
ENSDARG00000069006	2.170630912794406e-5	0.0031405019862499957	-0.19277791333022404	7	33644434	33684632	-1	protein_coding	tle3b	TLE family member 3, transcriptional corepressor b [Source:NCBI gene;Acc:100007463]
ENSDARG00000079059	2.321418661743745e-5	0.003337406639336023	0.7356081352395495	2	31781843	31800521	-1	protein_coding	retreg1	reticulophagy regulator 1 [Source:ZFIN;Acc:ZDB-GENE-130221-1]
ENSDARG00000078567	2.7425931988109804e-5	0.003918113491257322	0.2735641224432736	8	13700605	13788311	1	protein_coding	lonrf1l	LON peptidase N-terminal domain and ring finger 1, like [Source:ZFIN;Acc:ZDB-GENE-081104-397]
ENSDARG00000114704	3.0936739902186554e-5	0.004392050292988547	-0.3615705693057458	22	898131	910926	-1	protein_coding	KCTD20	potassium channel tetramerization domain containing 20 [Source:NCBI gene;Acc:570693]
ENSDARG00000075812	3.216905060404994e-5	0.004538633443919219	0.9638288741244967	2	12019341	12079718	-1	protein_coding	kcnt2	potassium channel, subfamily T, member 2 [Source:ZFIN;Acc:ZDB-GENE-130530-783]
ENSDARG00000037872	3.2748025689408865e-5	0.004586786157181353	0.2770613788954426	3	40901743	40933415	-1	protein_coding	foxk1	forkhead box K1 [Source:ZFIN;Acc:ZDB-GENE-030131-6402]
ENSDARG00000063475	3.2914203989458975e-5	0.004586786157181353	0.3479007571446197	15	5028608	5074983	1	protein_coding	abcg1	ATP-binding cassette, sub-family G (WHITE), member 1 [Source:ZFIN;Acc:ZDB-GENE-070424-84]
ENSDARG00000043492	3.321371852792513e-5	0.0046003025387915805	-1.315084202727335	13	311380	318827	1	protein_coding	irf1a	interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]
ENSDARG00000002710	3.454604642384994e-5	0.004755839057683341	0.15170204020540357	22	36673312	36690751	-1	protein_coding	ncl	nucleolin [Source:ZFIN;Acc:ZDB-GENE-030131-6986]
ENSDARG00000088539	3.685711050969142e-5	0.0050434293086002455	-0.7042179435834479	10	22123831	22127942	-1	protein_coding	ponzr2	plac8 onzin related protein 2 [Source:ZFIN;Acc:ZDB-GENE-050411-41]
ENSDARG00000058302	3.9843133949853824e-5	0.005419381962101375	-0.23012028829899414	14	9405099	9420911	-1	protein_coding	sh3bgrl	SH3 domain binding glutamate-rich protein like [Source:ZFIN;Acc:ZDB-GENE-040426-1376]
ENSDARG00000037409	4.078576836359175e-5	0.005485593630843887	-0.43509947311427727	1	21313165	21321482	-1	protein_coding	tmem144a	transmembrane protein 144a [Source:ZFIN;Acc:ZDB-GENE-040822-12]
ENSDARG00000067567	4.081291321208967e-5	0.005485593630843887	0.7969860746196954	25	1695547	1720736	-1	protein_coding	SLC6A13	solute carrier family 6 member 13 [Source:NCBI gene;Acc:100332592]
ENSDARG00000018491	4.297765202299173e-5	0.0057425727394250425	-0.3913988388917635	24	17334678	17341458	1	protein_coding	pdia4	protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]
ENSDARG00000103979	4.34319300869308e-5	0.00576933504049493	-0.26874237588491784	22	4762478	4769140	-1	protein_coding	calr3a	calreticulin 3a [Source:ZFIN;Acc:ZDB-GENE-000208-17]
ENSDARG00000040004	4.421492033915935e-5	0.005839197183162818	-0.926036884462603	19	22930177	22997652	1	protein_coding	PKHD1L1	si:ch211-244a23.1 [Source:ZFIN;Acc:ZDB-GENE-060503-789]
ENSDARG00000013950	4.5974675392611945e-5	0.006036501454006822	-0.5866165164898905	18	14688643	14691727	-1	protein_coding	pdf	peptide deformylase, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-050913-42]
ENSDARG00000099717	4.810136860359949e-5	0.006279440159946911	-0.9780969797181905	21	2091895	2101392	1	protein_coding	si:rp71-1h20.9	si:rp71-1h20.9 [Source:ZFIN;Acc:ZDB-GENE-131127-386]
ENSDARG00000103658	4.988166564826494e-5	0.00647464020114479	0.23623142762542346	19	3383025	3488860	-1	protein_coding	hivep1	HIVEP zinc finger 1 [Source:ZFIN;Acc:ZDB-GENE-070912-512]
ENSDARG00000055854	5.057275105677763e-5	0.006527045683265363	0.4606999175583236	16	27345383	27369782	1	protein_coding	nr4a3	nuclear receptor subfamily 4, group A, member 3 [Source:ZFIN;Acc:ZDB-GENE-070824-4]
ENSDARG00000015506	5.133237915616373e-5	0.0065661515742142604	0.29071998481698746	1	34593490	34685007	-1	protein_coding	pibf1	progesterone immunomodulatory binding factor 1 [Source:ZFIN;Acc:ZDB-GENE-040801-94]
ENSDARG00000045143	5.145388422672852e-5	0.0065661515742142604	0.3709373466386281	12	20349865	20350629	-1	protein_coding	hbbe2	hemoglobin beta embryonic-2 [Source:ZFIN;Acc:ZDB-GENE-040702-1]
ENSDARG00000099923	5.26544022688818e-5	0.006681814232053911	-0.335682689991147	14	48862987	48921546	1	protein_coding	zgc:154054	zgc:154054 [Source:ZFIN;Acc:ZDB-GENE-061103-283]
ENSDARG00000074390	5.371883165104766e-5	0.0067790181164085975	-0.48429684584399996	16	46649469	46664465	-1	protein_coding	tmem176l.4	transmembrane protein 176l.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3532]
ENSDARG00000091860	5.4958497744164954e-5	0.00689713964783816	-0.9706502669102427	8	42712747	42724810	1	protein_coding	zgc:194007	zgc:194007 [Source:ZFIN;Acc:ZDB-GENE-081022-49]
ENSDARG00000044356	5.6714356180997924e-5	0.007078387915666856	0.3275316467446981	6	28795780	28914225	1	protein_coding	tp63	tumor protein p63 [Source:ZFIN;Acc:ZDB-GENE-030819-1]
ENSDARG00000020581	5.89660905692342e-5	0.0072894998383965254	0.29754504584801394	17	50313650	50374005	-1	protein_coding	otofb	otoferlin b [Source:ZFIN;Acc:ZDB-GENE-110406-5]
ENSDARG00000020594	5.9047676436934216e-5	0.0072894998383965254	0.22383330879758254	20	36845787	36887516	-1	protein_coding	txlnba	taxilin beta a [Source:ZFIN;Acc:ZDB-GENE-030131-322]
ENSDARG00000099448	6.01336448413222e-5	0.007366724782052175	-0.39697859677113473	16	35905031	35938157	1	protein_coding	sh3d21	SH3 domain containing 21 [Source:ZFIN;Acc:ZDB-GENE-051120-57]
ENSDARG00000111833	6.04804311161862e-5	0.007366724782052175	-1.7874725063986125	3	4726621	4731396	1	protein_coding	CABZ01046996.1	NA
ENSDARG00000013794	6.064616043335931e-5	0.007366724782052175	0.41490864102885433	17	32365941	32370047	-1	protein_coding	klf11b	Kruppel-like factor 11b [Source:ZFIN;Acc:ZDB-GENE-061103-82]
ENSDARG00000026925	6.239620845452829e-5	0.0075304772689473625	-1.324745514370888	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]
ENSDARG00000051861	6.265728390187328e-5	0.0075304772689473625	0.32266145788922396	25	22151271	22191983	-1	protein_coding	pkp3a	plakophilin 3a [Source:ZFIN;Acc:ZDB-GENE-060512-114]
ENSDARG00000063297	6.466411818319361e-5	0.007730765497532857	0.5363569289616953	1	6135176	6158609	1	protein_coding	abcb6a	ATP-binding cassette, sub-family B (MDR/TAP), member 6a [Source:ZFIN;Acc:ZDB-GENE-050517-9]
ENSDARG00000063509	6.900477236270178e-5	0.008206509969731785	0.3212132747493398	9	9719225	9732212	-1	protein_coding	lrrc58b	leucine rich repeat containing 58b [Source:ZFIN;Acc:ZDB-GENE-050309-29]
ENSDARG00000009242	8.05523733152703e-5	0.0095299331242519	-0.6329350702141489	9	11548233	11551608	-1	protein_coding	fev	FEV transcription factor, ETS family member [Source:NCBI gene;Acc:791175]
ENSDARG00000092719	8.229335181234426e-5	0.009685458478846632	-0.6610224474547782	12	46264190	46282243	-1	unprocessed_pseudogene	AL954655.2	NA
ENSDARG00000018149	8.448821535085163e-5	0.009892524802549459	0.20622845051770503	4	1516716	1566572	1	protein_coding	slc38a4	solute carrier family 38 member 4 [Source:ZFIN;Acc:ZDB-GENE-041010-14]
ENSDARG00000103333	8.606332810026873e-5	0.010025274347680023	0.4379916103989956	12	35654749	35689239	1	protein_coding	baiap2b	BAR/IMD domain containing adaptor protein 2b [Source:ZFIN;Acc:ZDB-GENE-100812-7]
ENSDARG00000062080	8.941911003140122e-5	0.010363036144710605	0.5450564185359009	22	21317597	21351469	1	protein_coding	shc2	SHC (Src homology 2 domain containing) transforming protein 2 [Source:ZFIN;Acc:ZDB-GENE-050208-666]
ENSDARG00000011407	9.014240061254772e-5	0.01038981614948368	0.2105266232185271	11	32007	55224	-1	protein_coding	col2a1b	collagen, type II, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-050302-9]
ENSDARG00000026329	9.05649833853299e-5	0.01038981614948368	0.3149739423906359	24	28448387	28557301	1	protein_coding	arhgap29a	Rho GTPase activating protein 29a [Source:ZFIN;Acc:ZDB-GENE-030131-9510]
ENSDARG00000104713	9.205090222261478e-5	0.010507217306465802	0.42971114239384317	12	48634927	48656276	1	protein_coding	zgc:165653	zgc:165653 [Source:ZFIN;Acc:ZDB-GENE-070620-24]
ENSDARG00000060609	9.340843872035927e-5	0.010608863427664804	0.42435670073263504	20	49119633	49175503	1	protein_coding	cd109	CD109 molecule [Source:ZFIN;Acc:ZDB-GENE-120215-253]
ENSDARG00000012435	9.612039232834183e-5	0.01086256075491684	-1.2642172940284926	4	17807837	17812131	-1	protein_coding	spic	Spi-C transcription factor (Spi-1/PU.1 related) [Source:ZFIN;Acc:ZDB-GENE-040912-47]
ENSDARG00000038891	9.780282308922535e-5	0.010997975873622544	0.5117043806121163	23	37444933	37453984	1	protein_coding	AL954146.1	trypsin I-P1-like [Source:NCBI gene;Acc:560023]
ENSDARG00000024204	9.984333541900123e-5	0.011172124946022726	-0.35994518167182266	20	34770197	34783743	1	protein_coding	mcm3	minichromosome maintenance complex component 3 [Source:ZFIN;Acc:ZDB-GENE-020419-4]
ENSDARG00000056141	1.0080330440776571e-4	0.011189414532531763	0.19831383782065426	9	32178050	32188445	1	protein_coding	coq10b	coenzyme Q10B [Source:NCBI gene;Acc:550442]
ENSDARG00000036943	1.018205657916365e-4	0.011189414532531763	-0.34416277838783005	19	329808	340641	-1	protein_coding	golph3l	golgi phosphoprotein 3-like [Source:ZFIN;Acc:ZDB-GENE-051113-168]
ENSDARG00000041433	1.0184330959911867e-4	0.011189414532531763	-0.6745480255810239	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]
ENSDARG00000077060	1.0196825041752477e-4	0.011189414532531763	-0.2107261721239476	6	42666694	42690736	1	protein_coding	rbm6	RNA binding motif protein 6 [Source:ZFIN;Acc:ZDB-GENE-050309-79]
ENSDARG00000092714	1.076235563723195e-4	0.011753216745179026	-1.0644542149910614	4	13499264	13502549	-1	protein_coding	si:ch211-266a5.12	si:ch211-266a5.12 [Source:ZFIN;Acc:ZDB-GENE-081104-210]
ENSDARG00000091792	1.0853650656101389e-4	0.01179620452886809	0.3702320791494738	17	7763630	7783588	1	protein_coding	akap12a	A kinase (PRKA) anchor protein 12a [Source:ZFIN;Acc:ZDB-GENE-110310-3]
ENSDARG00000025428	1.098967289082183e-4	0.01188716284357228	-0.958629836915023	3	57423137	57425961	-1	protein_coding	socs3a	suppressor of cytokine signaling 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7349]
ENSDARG00000054827	1.1475412463078866e-4	0.012353743796153387	-0.6689941659537065	22	31004735	31020690	-1	protein_coding	ssuh2.4	ssu-2 homolog, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-070424-72]
ENSDARG00000070331	1.1639089903422835e-4	0.01242006215582609	-0.4714213608977488	25	8356707	8400166	1	protein_coding	muc5.1	mucin 5.1, oligomeric mucus/gel-forming [Source:ZFIN;Acc:ZDB-GENE-120822-1]
ENSDARG00000074168	1.1646371292938398e-4	0.01242006215582609	0.25784364564626594	8	11173794	11202500	-1	protein_coding	tasor2	transcription activation suppressor family member 2 [Source:ZFIN;Acc:ZDB-GENE-041111-225]
ENSDARG00000013522	1.1859308375870696e-4	0.012588046250369292	0.30847189729030994	6	60055168	60062097	1	protein_coding	pck1	phosphoenolpyruvate carboxykinase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-030909-11]
ENSDARG00000015164	1.2045017161837006e-4	0.012691264068696232	0.28842913899208583	8	20438884	20450375	1	protein_coding	mknk2b	MAPK interacting serine/threonine kinase 2b [Source:ZFIN;Acc:ZDB-GENE-030829-2]
ENSDARG00000077264	1.2068294249783783e-4	0.012691264068696232	0.17819861561805514	17	24821627	24835683	1	protein_coding	wdr43	WD repeat domain 43 [Source:ZFIN;Acc:ZDB-GENE-021231-3]
ENSDARG00000040306	1.219736810832183e-4	0.012767890165001398	0.6568131487612038	2	41504752	41518340	-1	protein_coding	otomp	otolith matrix protein [Source:NCBI gene;Acc:565818]
ENSDARG00000060854	1.235679049865268e-4	0.012875435604444752	0.44309711410193947	17	29345606	29370314	1	protein_coding	kctd3	potassium channel tetramerization domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-060503-169]
ENSDARG00000036414	1.2816440502215487e-4	0.01329339936108789	0.2265860621046263	7	20147202	20225261	1	protein_coding	si:ch73-335l21.1	si:ch73-335l21.1 [Source:ZFIN;Acc:ZDB-GENE-130530-591]
ENSDARG00000095409	1.3177522701927753e-4	0.013573465589992543	-1.3647534794494267	12	46152983	46176115	-1	protein_coding	si:ch211-226h7.8	si:ch211-226h7.8 [Source:ZFIN;Acc:ZDB-GENE-130531-7]
ENSDARG00000094792	1.32059691630568e-4	0.013573465589992543	0.25242670850769466	6	41463785	41501766	1	protein_coding	twf2a	twinfilin actin binding protein 2 [Source:NCBI gene;Acc:100310784]
ENSDARG00000102364	1.3410954482622646e-4	0.01372206446273754	0.8432476906761364	15	12004777	12011390	-1	protein_coding	si:dkey-202l22.6	si:dkey-202l22.6 [Source:ZFIN;Acc:ZDB-GENE-131121-181]
ENSDARG00000070480	1.3486305566700994e-4	0.013737283898996103	-0.4802455932214904	19	30400372	30404096	-1	protein_coding	agr2	anterior gradient 2 [Source:NCBI gene;Acc:335616]
ENSDARG00000031616	1.3600050418506707e-4	0.013791301127516958	0.4287031217686499	12	6023490	6033854	-1	protein_coding	g6pca.1	glucose-6-phosphatase a, catalytic subunit, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-031001-4]
ENSDARG00000008275	1.381944425812892e-4	0.013951496725484373	0.3601920328522544	24	25760986	25788841	-1	protein_coding	klhl24b	kelch-like family member 24b [Source:ZFIN;Acc:ZDB-GENE-040426-1185]
ENSDARG00000051915	1.40079190374935e-4	0.014079198271533845	0.6955717086214692	7	57539146	57619470	1	protein_coding	pde5ab	phosphodiesterase 5A, cGMP-specific, b [Source:ZFIN;Acc:ZDB-GENE-060824-4]
ENSDARG00000052859	1.420990640775265e-4	0.014219296213748962	0.4801687206349215	13	45035756	45063686	-1	protein_coding	chp1	calcineurin-like EF-hand protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4086]
ENSDARG00000117485	1.4554639764049183e-4	0.014500379045630578	0.4535203156713793	1	40693323	40705186	1	lincRNA	FO681323.1	NA
ENSDARG00000102138	1.5138950789006823e-4	0.01501664922149738	-0.384383081825402	17	10318071	10320932	1	protein_coding	foxa1	forkhead box A1 [Source:ZFIN;Acc:ZDB-GENE-990415-78]
ENSDARG00000070717	1.587270605008835e-4	0.015596986488825548	0.22417490158947237	25	16615178	16666886	-1	protein_coding	slc25a18	solute carrier family 25 member 18 [Source:ZFIN;Acc:ZDB-GENE-041111-192]
ENSDARG00000028098	1.5880230462171207e-4	0.015596986488825548	0.5301552623539186	8	13503377	13505486	1	protein_coding	fut9d	fucosyltransferase 9d [Source:ZFIN;Acc:ZDB-GENE-050309-15]
ENSDARG00000094879	1.593000601103908e-4	0.015596986488825548	-0.8092561561782234	21	10883014	10886709	-1	protein_coding	si:dkey-277m11.2	si:dkey-277m11.2 [Source:ZFIN;Acc:ZDB-GENE-060526-285]
ENSDARG00000031588	1.7349154487531385e-4	0.01691356412808049	-0.7648602232575364	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]
ENSDARG00000059035	1.773063056443267e-4	0.017211592874832825	0.23885965555226657	15	1847135	1885247	-1	protein_coding	porb	P450 (cytochrome) oxidoreductase b [Source:ZFIN;Acc:ZDB-GENE-030131-5767]
ENSDARG00000073970	1.826195483312133e-4	0.01765192783124898	-0.5358620180973058	7	15736230	15788356	1	protein_coding	mctp2b	multiple C2 domains, transmembrane 2b [Source:ZFIN;Acc:ZDB-GENE-050506-136]
ENSDARG00000043279	1.8910362431116874e-4	0.01820122383994999	-0.3769950623479138	22	2874838	2886937	-1	protein_coding	aqp12	aquaporin 12 [Source:ZFIN;Acc:ZDB-GENE-040718-310]
ENSDARG00000098121	1.9475602728405441e-4	0.018588092108462313	-0.29012123747889906	6	28222989	28224964	1	lincRNA	FP101882.1	NA
ENSDARG00000075676	1.9475967078203964e-4	0.018588092108462313	0.3680152188088136	23	1580294	1587955	-1	protein_coding	fndc7b	fibronectin type III domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-100922-114]
ENSDARG00000079332	1.971713733039981e-4	0.018719642685045234	-1.8780938673455183	1	8615535	8625266	-1	lincRNA	AL928650.1	endonuclease domain-containing 1 protein-like [Source:NCBI gene;Acc:101883376]
ENSDARG00000090337	1.9778623131898993e-4	0.018719642685045234	0.32873049350425115	13	12007904	12021566	-1	protein_coding	pprc1	PPARG related coactivator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]
ENSDARG00000093687	2.0233339964068967e-4	0.019070552584391144	-0.5119361677703753	5	40200818	40210447	-1	protein_coding	si:dkey-193c22.1	si:dkey-193c22.1 [Source:ZFIN;Acc:ZDB-GENE-030131-7957]
ENSDARG00000055172	2.0388130175526175e-4	0.019137040369300706	0.36920062995976244	3	25154078	25165189	1	protein_coding	si:ch211-256m1.8	si:ch211-256m1.8 [Source:ZFIN;Acc:ZDB-GENE-131127-417]
ENSDARG00000035694	2.0775038480875163e-4	0.019380114829081956	0.17402500133872503	19	3137518	3167878	-1	protein_coding	stm	starmaker [Source:NCBI gene;Acc:386700]
ENSDARG00000099148	2.0817732856244763e-4	0.019380114829081956	0.37785658446851944	9	426392	433915	1	protein_coding	bzw1b	basic leucine zipper and W2 domains 1b [Source:NCBI gene;Acc:406812]
ENSDARG00000068006	2.1176183735966274e-4	0.01963334749234587	-1.7152139182057466	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]
ENSDARG00000103485	2.171893784231507e-4	0.020054702158056378	-0.3897299965721897	6	18298444	18350267	1	protein_coding	card14	caspase recruitment domain family, member 14 [Source:ZFIN;Acc:ZDB-GENE-090310-1]
ENSDARG00000023176	2.18399034503802e-4	0.020084753314792966	0.27144047682683475	11	34084532	34097437	-1	protein_coding	tdo2b	tryptophan 2,3-dioxygenase b [Source:NCBI gene;Acc:334082]
ENSDARG00000104732	2.223481059752991e-4	0.02036547269043919	0.42570868847841414	18	14233553	14274803	-1	protein_coding	mlycd	malonyl-CoA decarboxylase [Source:ZFIN;Acc:ZDB-GENE-070410-120]
ENSDARG00000071555	2.2669835284831941e-4	0.0205526657223216	-0.3393551184566045	22	812848	817479	-1	protein_coding	zgc:153675	zgc:153675 [Source:ZFIN;Acc:ZDB-GENE-061013-567]
ENSDARG00000005913	2.2707676182444686e-4	0.0205526657223216	-0.4087413874845495	23	40234602	40250886	-1	protein_coding	tgm1l3	transglutaminase 1 like 3 [Source:ZFIN;Acc:ZDB-GENE-120718-1]
ENSDARG00000110192	2.2710627762723845e-4	0.0205526657223216	0.8220565104260756	KN149800.1	2019	18143	-1	protein_coding	CABZ01081535.1	utrophin-like [Source:NCBI gene;Acc:103909931]
ENSDARG00000062054	2.289238769170344e-4	0.020610655153923532	0.20366139880305237	25	23591990	23645806	1	protein_coding	cpt1ab	carnitine palmitoyltransferase 1Ab (liver) [Source:ZFIN;Acc:ZDB-GENE-030131-3250]
ENSDARG00000091801	2.2965117376932303e-4	0.020610655153923532	0.4629222607072157	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]
ENSDARG00000068947	2.304691353333294e-4	0.020610655153923532	1.7841362393253664	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]
ENSDARG00000012297	2.3173529406937473e-4	0.02063328451871466	0.6967771140608038	1	10771457	10776547	1	protein_coding	cnga3b	cyclic nucleotide gated channel subunit alpha 3b [Source:ZFIN;Acc:ZDB-GENE-090312-121]
ENSDARG00000099803	2.3253888781822377e-4	0.02063328451871466	-0.4673308807667264	18	50924556	50936344	1	protein_coding	pik3c2g	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:ZFIN;Acc:ZDB-GENE-170327-2]
ENSDARG00000103295	2.358764611222165e-4	0.0208479914956854	0.30808446323633903	1	59338175	59348118	-1	protein_coding	cyp3a65	cytochrome P450, family 3, subfamily A, polypeptide 65 [Source:ZFIN;Acc:ZDB-GENE-050604-1]
