Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000055080	2.5245727871619866e-5	0.004261202739580838	-0.2295500740412679	7	22796083	22801248	1	protein_coding	rbm4.2	RNA binding motif protein 4.2 [Source:ZFIN;Acc:ZDB-GENE-030131-3019]
ENSDARG00000041381	2.6241602291038174e-5	0.004375680014893702	0.5262756589865978	18	15569627	15610856	-1	protein_coding	arntl2	aryl hydrocarbon receptor nuclear translocator-like 2 [Source:ZFIN;Acc:ZDB-GENE-000509-2]
ENSDARG00000034643	2.63290165209989e-5	0.004375680014893702	0.32717851869193454	16	33655890	33736831	1	protein_coding	fhl3a	four and a half LIM domains 3a [Source:ZFIN;Acc:ZDB-GENE-030131-4741]
ENSDARG00000089441	2.7224850089100775e-5	0.004490022031870399	0.28900201153224153	16	22695211	22713192	-1	protein_coding	si:ch211-105c13.3	si:ch211-105c13.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4483]
ENSDARG00000055093	2.774818425529733e-5	0.004541663036634082	0.6875399578956815	11	7001948	7030047	-1	protein_coding	cdh27	cadherin 27 [Source:ZFIN;Acc:ZDB-GENE-141215-13]
ENSDARG00000056767	2.8496788570811687e-5	0.004629121180995387	0.6210715172125316	3	19621034	19649535	1	protein_coding	itgb3a	integrin beta 3a [Source:ZFIN;Acc:ZDB-GENE-071207-1]
ENSDARG00000093186	3.0481905842567753e-5	0.004907123171480906	-2.956871538178073	3	16780455	16784281	-1	protein_coding	si:dkey-30j10.5	si:dkey-30j10.5 [Source:ZFIN;Acc:ZDB-GENE-091118-81]
ENSDARG00000101040	3.066242203887629e-5	0.004907123171480906	-1.1610887458064991	2	45191049	45193014	1	protein_coding	ccl20a.3	chemokine (C-C motif) ligand 20a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-081022-193]
ENSDARG00000025218	3.2197817407131765e-5	0.005114954743243249	0.40297424725042263	25	7612606	7650335	-1	protein_coding	myo5ab	myosin VAb [Source:ZFIN;Acc:ZDB-GENE-050411-72]
ENSDARG00000034117	3.296367688063163e-5	0.005198395905153624	0.2466484648317974	23	35847200	35963735	1	protein_coding	rarga	retinoic acid receptor gamma a [Source:NCBI gene;Acc:30606]
ENSDARG00000074287	3.3425901579943006e-5	0.005233091330686004	0.24887741039001451	20	5330540	5369105	-1	protein_coding	sptlc2b	serine palmitoyltransferase, long chain base subunit 2b [Source:ZFIN;Acc:ZDB-GENE-080305-8]
ENSDARG00000101816	3.503915017745222e-5	0.005432900080420631	0.4638582112388056	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]
ENSDARG00000102626	3.520509193514873e-5	0.005432900080420631	0.4032955611860683	15	32436907	32596155	-1	protein_coding	frem2b	FRAS1 related extracellular matrix 2b [Source:ZFIN;Acc:ZDB-GENE-081119-4]
ENSDARG00000097262	3.5571603950575886e-5	0.0054505283925687376	-0.333460079253299	8	43934595	43940177	-1	lincRNA	AL808129.1	NA
ENSDARG00000052061	3.611379322257434e-5	0.0054946373420684405	0.31006871709511047	7	50920437	51102479	-1	protein_coding	col4a6	collagen, type IV, alpha 6 [Source:ZFIN;Acc:ZDB-GENE-101001-2]
ENSDARG00000104573	3.987623857363442e-5	0.0060246582824012	0.21417590178619836	10	16225117	16310179	1	protein_coding	slc12a2	solute carrier family 12 member 2 [Source:ZFIN;Acc:ZDB-GENE-040625-53]
ENSDARG00000000796	4.0719835653615845e-5	0.006109249248119308	-0.30502466822839924	23	32149269	32194397	-1	protein_coding	nr4a1	nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]
ENSDARG00000007709	4.100167280616985e-5	0.006109249248119308	0.6266074325381596	5	30155834	30176970	-1	protein_coding	adamts8a	ADAM metallopeptidase with thrombospondin type 1 motif, 8a [Source:ZFIN;Acc:ZDB-GENE-060526-202]
ENSDARG00000104654	4.245578182911674e-5	0.006282583331630597	-0.40310211484697434	7	51752239	51757085	-1	protein_coding	leap2	liver-expressed antimicrobial peptide 2 [Source:ZFIN;Acc:ZDB-GENE-081022-131]
ENSDARG00000098280	4.36061670760819e-5	0.0064089199978146225	-0.22475518329329977	6	53263854	53282595	-1	protein_coding	rbm5	RNA binding motif protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3022]
ENSDARG00000077377	4.403290821466945e-5	0.006427912040391442	-0.2924652534756277	20	27240388	27283820	1	protein_coding	si:dkey-85n7.6	si:dkey-85n7.6 [Source:ZFIN;Acc:ZDB-GENE-110411-62]
ENSDARG00000051861	4.585013680195032e-5	0.0066482698362827965	0.32830233221420585	25	22151271	22191983	-1	protein_coding	pkp3a	plakophilin 3a [Source:ZFIN;Acc:ZDB-GENE-060512-114]
ENSDARG00000088440	4.738813248788073e-5	0.006825470682671087	0.29847446380214615	15	28545143	28587490	-1	protein_coding	ssh2a	slingshot protein phosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3810]
ENSDARG00000061191	4.8061091793034294e-5	0.006868018668368416	-0.39301765988423426	19	42367286	42391390	-1	protein_coding	plekho1a	pleckstrin homology domain containing, family O member 1a [Source:NCBI gene;Acc:563283]
ENSDARG00000094511	4.871805008220123e-5	0.006868018668368416	-1.1086135837367221	24	26006730	26009612	1	protein_coding	ccl20b	chemokine (C-C motif) ligand 20b [Source:ZFIN;Acc:ZDB-GENE-091204-95]
ENSDARG00000089227	4.882922023688044e-5	0.006868018668368416	-0.48397061501919375	25	27629006	27665978	-1	protein_coding	si:ch211-91p5.3	si:ch211-91p5.3 [Source:ZFIN;Acc:ZDB-GENE-131119-65]
ENSDARG00000076914	4.8955097196423796e-5	0.006868018668368416	-0.8604641771052608	9	18572970	18587754	1	protein_coding	lacc1	laccase (multicopper oxidoreductase) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-155]
ENSDARG00000026925	5.03321202462121e-5	0.007015648115609112	-1.3281242267415028	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]
ENSDARG00000026329	5.179438053369755e-5	0.00717318968865728	0.3235754477452255	24	28448387	28557301	1	protein_coding	arhgap29a	Rho GTPase activating protein 29a [Source:ZFIN;Acc:ZDB-GENE-030131-9510]
ENSDARG00000029766	5.915962370279736e-5	0.00809635894966029	0.4782682243877681	9	9502610	9562644	1	protein_coding	nr1i2	nuclear receptor subfamily 1, group I, member 2 [Source:ZFIN;Acc:ZDB-GENE-030903-3]
ENSDARG00000030972	5.920966045111436e-5	0.00809635894966029	-0.3561965024765719	1	45002971	45014434	1	protein_coding	dnaja1	DnaJ heat shock protein family (Hsp40) member A1 [Source:ZFIN;Acc:ZDB-GENE-030131-2642]
ENSDARG00000100515	6.132248376224269e-5	0.008218469956639362	-0.41711715105661534	14	15760253	15763648	-1	protein_coding	dusp1	dual specificity phosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2018]
ENSDARG00000035521	6.144636058795028e-5	0.008218469956639362	0.4421743221822365	5	27488975	27538745	1	protein_coding	sfrp1a	secreted frizzled-related protein 1a [Source:ZFIN;Acc:ZDB-GENE-040310-5]
ENSDARG00000011770	6.160833465809884e-5	0.008218469956639362	0.3653831442584507	9	23808546	23812636	1	protein_coding	dhrs12	dehydrogenase/reductase (SDR family) member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-1134]
ENSDARG00000076241	6.162425979984154e-5	0.008218469956639362	-0.25536111265078393	17	6358160	6382392	-1	protein_coding	txlnbb	taxilin beta b [Source:ZFIN;Acc:ZDB-GENE-070424-77]
ENSDARG00000041022	6.222148532970654e-5	0.00824720975796509	-0.2375489554256042	22	29655981	29689981	-1	protein_coding	pdcd4b	programmed cell death 4b [Source:ZFIN;Acc:ZDB-GENE-030131-9847]
ENSDARG00000055592	6.50208374461101e-5	0.00856570239648298	0.3645231597965265	22	26328063	26353916	-1	protein_coding	capn2b	calpain 2, (m/II) large subunit b [Source:ZFIN;Acc:ZDB-GENE-050522-84]
ENSDARG00000058543	6.585973436096232e-5	0.008623633702233884	0.33624185417844416	23	9567334	9768700	-1	protein_coding	lama5	laminin, alpha 5 [Source:ZFIN;Acc:ZDB-GENE-030131-9823]
ENSDARG00000011245	6.698730640429206e-5	0.008718438282317652	0.2893037743373767	16	26645663	26676685	-1	protein_coding	esrp1	epithelial splicing regulatory protein 1 [Source:NCBI gene;Acc:560190]
ENSDARG00000101512	6.785394784428146e-5	0.008778350557938328	0.4388804115092101	17	3993772	4017948	1	protein_coding	tmx4	thioredoxin-related transmembrane protein 4 [Source:ZFIN;Acc:ZDB-GENE-050706-155]
ENSDARG00000052779	6.948958306656074e-5	0.008936443108053839	-1.065308182177942	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]
ENSDARG00000078078	7.11705864607086e-5	0.009098464618246208	-0.23196559005779024	7	60551133	60598313	1	protein_coding	lrfn4b	leucine rich repeat and fibronectin type III domain containing 4b [Source:ZFIN;Acc:ZDB-GENE-070705-473]
ENSDARG00000110298	8.035473646619633e-5	0.010212141655012776	-0.3307671233386651	8	54211861	54216499	-1	protein_coding	mbd4	methyl-CpG binding domain protein 4 [Source:ZFIN;Acc:ZDB-GENE-040213-1]
ENSDARG00000017386	8.384801551349579e-5	0.010591249666876528	0.4213335036960125	4	818928	858434	-1	protein_coding	sobpb	sine oculis binding protein homolog (Drosophila) b [Source:NCBI gene;Acc:100006088]
ENSDARG00000114760	8.478857338552264e-5	0.010591249666876528	0.22638094638129622	2	7419986	7431590	-1	protein_coding	asip2b	agouti signaling protein, nonagouti homolog (mouse) 2b [Source:ZFIN;Acc:ZDB-GENE-150212-1]
ENSDARG00000092778	8.480843287987223e-5	0.010591249666876528	-1.691190443622674	3	5083407	5113772	1	protein_coding	si:ch73-338o16.4	si:ch73-338o16.4 [Source:ZFIN;Acc:ZDB-GENE-131119-14]
ENSDARG00000091860	8.581260730851665e-5	0.010655065407474152	-0.9382311255600725	8	42712747	42724810	1	protein_coding	zgc:194007	zgc:194007 [Source:ZFIN;Acc:ZDB-GENE-081022-49]
ENSDARG00000097157	8.734187639641416e-5	0.010754949440549931	-0.5977735069078746	15	29593547	29598679	-1	protein_coding	si:ch211-207n23.2	si:ch211-207n23.2 [Source:ZFIN;Acc:ZDB-GENE-131121-310]
ENSDARG00000075441	8.761264066358658e-5	0.010754949440549931	0.7421713950436641	12	30312308	30345444	-1	protein_coding	vwa2	von Willebrand factor A domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-100302-1]
ENSDARG00000099186	9.474140544066538e-5	0.011564339347715115	0.20464933782398345	15	11643659	11671173	1	protein_coding	slc1a5	solute carrier family 1 member 5 [Source:ZFIN;Acc:ZDB-GENE-070501-4]
ENSDARG00000005916	9.596229893599904e-5	0.011647558811866627	-0.26808206126085177	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]
ENSDARG00000087303	9.84710874577742e-5	0.011778579559037815	-0.3927005115368862	24	35564668	35565927	1	protein_coding	cebpd	CCAAT enhancer binding protein delta [Source:ZFIN;Acc:ZDB-GENE-020111-4]
ENSDARG00000075706	9.867615680325219e-5	0.011778579559037815	-0.2652187074407792	2	31599963	31664615	-1	protein_coding	si:ch211-106h4.9	si:ch211-106h4.9 [Source:ZFIN;Acc:ZDB-GENE-070705-17]
ENSDARG00000015709	9.867729230205252e-5	0.011778579559037815	0.35522713045018345	25	30196039	30230559	1	protein_coding	hsd17b12a	hydroxysteroid (17-beta) dehydrogenase 12a [Source:NCBI gene;Acc:327417]
ENSDARG00000095557	1.0447319115613274e-4	0.012401886235869493	-0.3557785335472667	22	18247292	18280440	1	processed_transcript	BX664610.1	NA
ENSDARG00000073761	1.0635763873154946e-4	0.012556594452432382	0.6445699127978358	5	3943157	3991655	-1	protein_coding	myo19	myosin XIX [Source:ZFIN;Acc:ZDB-GENE-140106-116]
ENSDARG00000033160	1.098008194163917e-4	0.012892645127669253	-0.2653144533536794	3	23488652	23496223	1	protein_coding	nr1d1	nuclear receptor subfamily 1, group d, member 1 [Source:ZFIN;Acc:ZDB-GENE-050105-1]
ENSDARG00000074808	1.1241703085384478e-4	0.01312848622485036	0.5313342320521945	11	41712391	41779281	-1	protein_coding	megf6b	multiple EGF-like-domains 6b [Source:ZFIN;Acc:ZDB-GENE-101112-3]
ENSDARG00000003991	1.166014821350075e-4	0.013543951728638908	0.5103499694824452	6	15071399	15101477	-1	protein_coding	fhl2b	four and a half LIM domains 2b [Source:ZFIN;Acc:ZDB-GENE-041010-121]
ENSDARG00000020228	1.2313121129534774e-4	0.014115361925753592	-0.17848903358667947	19	10558535	10577420	1	protein_coding	usf2	upstream transcription factor 2, c-fos interacting [Source:ZFIN;Acc:ZDB-GENE-030131-8475]
ENSDARG00000040004	1.2330796173111444e-4	0.014115361925753592	-0.8594869792227627	19	22930177	22997652	1	protein_coding	PKHD1L1	si:ch211-244a23.1 [Source:ZFIN;Acc:ZDB-GENE-060503-789]
ENSDARG00000036820	1.240895633599916e-4	0.014115361925753592	-0.2439575182551109	8	26292560	26326501	1	protein_coding	mgll	monoglyceride lipase [Source:ZFIN;Acc:ZDB-GENE-031006-9]
ENSDARG00000026165	1.241341710665671e-4	0.014115361925753592	0.14740618557228471	24	28764021	28893303	-1	protein_coding	col11a1a	collagen, type XI, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-070209-167]
ENSDARG00000029439	1.259631077079424e-4	0.014245617793015315	0.353823191179307	8	11687254	11744994	1	protein_coding	atp2a2a	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2a [Source:ZFIN;Acc:ZDB-GENE-040426-702]
ENSDARG00000035809	1.270862663474491e-4	0.014245617793015315	0.20445458578963127	12	3095699	3133483	-1	protein_coding	col1a1b	collagen, type I, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4400]
ENSDARG00000074319	1.276529735705323e-4	0.014245617793015315	-0.19055559622227142	7	37359004	37392172	1	protein_coding	sall1a	spalt-like transcription factor 1a [Source:ZFIN;Acc:ZDB-GENE-020228-2]
ENSDARG00000009194	1.2791714195070452e-4	0.014245617793015315	0.28666819006422156	19	38473758	38611814	-1	protein_coding	col16a1	collagen, type XVI, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-351]
ENSDARG00000075759	1.2880387637010174e-4	0.01427080896910794	0.4645098645930378	17	15033822	15117508	1	protein_coding	samd4a	sterile alpha motif domain containing 4A [Source:ZFIN;Acc:ZDB-GENE-070720-7]
ENSDARG00000007371	1.3066625981663152e-4	0.01440328848642002	1.3959509594160011	4	18824959	18835544	1	protein_coding	slc26a3.1	solute carrier family 26 member 3 [Source:ZFIN;Acc:ZDB-GENE-041210-180]
ENSDARG00000077583	1.3464500291824797e-4	0.014766524304815978	-0.3616873245726325	7	7466049	7474597	-1	protein_coding	b4gat1	beta-1,4-glucuronyltransferase 1 [Source:NCBI gene;Acc:101669768]
ENSDARG00000044010	1.3775082040509717e-4	0.015030840782081436	0.4248440458604481	10	20407888	20445549	-1	protein_coding	loxl2a	lysyl oxidase-like 2a [Source:NCBI gene;Acc:565508]
ENSDARG00000008639	1.394865421530635e-4	0.015143752478477069	-0.19969191834245142	20	34420623	34453623	-1	protein_coding	kifap3a	kinesin-associated protein 3a [Source:ZFIN;Acc:ZDB-GENE-040912-74]
ENSDARG00000053152	1.4188410781773323e-4	0.015227238268595783	-0.1990990068281528	24	35183595	35219631	1	protein_coding	pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5387]
ENSDARG00000016570	1.4195490489647694e-4	0.015227238268595783	-0.25903648631165166	21	11105007	11135942	1	protein_coding	prlra	prolactin receptor a [Source:ZFIN;Acc:ZDB-GENE-080103-2]
ENSDARG00000036179	1.4236992040066412e-4	0.015227238268595783	0.24613743053881199	7	30632229	30722952	-1	protein_coding	myo1ea	myosin IEa [Source:ZFIN;Acc:ZDB-GENE-030131-5127]
ENSDARG00000078041	1.4576230635681306e-4	0.01551327403368939	0.23771561841990027	1	53657337	53685090	-1	protein_coding	xpo1a	exportin 1 (CRM1 homolog, yeast) a [Source:ZFIN;Acc:ZDB-GENE-050309-201]
ENSDARG00000043243	1.492353874929864e-4	0.01580505169993123	-0.4594828671751443	20	20360337	20410127	-1	protein_coding	prkchb	protein kinase C, eta, b [Source:ZFIN;Acc:ZDB-GENE-041001-104]
ENSDARG00000045070	1.5098839462521972e-4	0.01591270373598962	0.8186119202210421	12	26434478	26461744	1	protein_coding	itgb3b	integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]
ENSDARG00000102777	1.5322389449360762e-4	0.016069913789001907	0.42893049771606956	5	51909740	51945554	1	protein_coding	thbs4a	thrombospondin 4a [Source:ZFIN;Acc:ZDB-GENE-080215-11]
ENSDARG00000088484	1.5479879030126802e-4	0.016156656350042976	0.49331617619849494	18	48491007	48500545	-1	protein_coding	kcnj1a.6	potassium inwardly rectifying channel subfamily J member 1a, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-050420-272]
ENSDARG00000012405	1.5566151187185287e-4	0.016168591173035488	0.3347642933063385	3	23221047	23239458	1	protein_coding	col1a1a	collagen, type I, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9102]
ENSDARG00000079497	1.604080429080072e-4	0.016581893622141127	-0.2979239671267966	5	27866649	27867657	-1	protein_coding	tcima	transcriptional and immune response regulator a [Source:ZFIN;Acc:ZDB-GENE-050320-36]
ENSDARG00000102483	1.6407886915555632e-4	0.016870871536768747	0.2622150969636872	15	44021044	44052927	-1	protein_coding	numa1	nuclear mitotic apparatus protein 1 [Source:ZFIN;Acc:ZDB-GENE-110517-1]
ENSDARG00000012824	1.647652809191486e-4	0.016870871536768747	0.41504217508532837	12	5587347	5663189	-1	protein_coding	itga3b	integrin, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-050411-55]
ENSDARG00000094696	1.67753252809101e-4	0.01709579729688975	-0.349443109090458	5	26079178	26083142	1	protein_coding	si:dkey-201c13.2	si:dkey-201c13.2 [Source:ZFIN;Acc:ZDB-GENE-060526-243]
ENSDARG00000089769	1.6985887762520067e-4	0.017229112915927044	0.1774352700416504	5	46490622	46505702	-1	protein_coding	hapln1a	hyaluronan and proteoglycan link protein 1a [Source:ZFIN;Acc:ZDB-GENE-050302-175]
ENSDARG00000111833	1.750892332177515e-4	0.01767664898910991	-1.6435342050401691	3	4726621	4731396	1	protein_coding	CABZ01046996.1	NA
ENSDARG00000069296	1.7785791932983203e-4	0.017792042452285897	0.3844527008583314	20	43083745	43106423	1	protein_coding	moxd1l	monooxygenase, DBH-like 1, like [Source:NCBI gene;Acc:553484]
ENSDARG00000088332	1.7787924877082868e-4	0.017792042452285897	0.2862995714054513	7	26893688	26924903	-1	protein_coding	alx4a	ALX homeobox 4a [Source:ZFIN;Acc:ZDB-GENE-070712-3]
ENSDARG00000093316	1.8126600528664267e-4	0.01804724444340053	-0.7402693605746055	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]
ENSDARG00000105744	1.8753177352883954e-4	0.018511038204844493	-0.2697324624460838	4	74226447	74271898	1	protein_coding	ptprr	protein tyrosine phosphatase receptor type R [Source:ZFIN;Acc:ZDB-GENE-101029-2]
ENSDARG00000060438	1.8763792487206405e-4	0.018511038204844493	0.40348529940440686	9	55093078	55128839	-1	protein_coding	tbl1x	transducin beta like 1 X-linked [Source:ZFIN;Acc:ZDB-GENE-070209-131]
ENSDARG00000043492	1.929616882897638e-4	0.01894971488863794	-1.1447683425068498	13	311380	318827	1	protein_coding	irf1a	interferon regulatory factor 1a [Source:ZFIN;Acc:ZDB-GENE-060421-4031]
ENSDARG00000068947	1.9409387373893553e-4	0.018974652226831232	1.7980991908752222	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]
ENSDARG00000102441	1.9716894400319485e-4	0.019188446104455064	0.28095102357990037	24	34488316	34680956	-1	protein_coding	ctnna1	catenin (cadherin-associated protein), alpha 1 [Source:ZFIN;Acc:ZDB-GENE-991207-24]
ENSDARG00000076472	2.0266725140151518e-4	0.019635094020312716	0.4219299875681649	7	19835569	19848037	1	protein_coding	ovol1a	ovo-like zinc finger 1a [Source:ZFIN;Acc:ZDB-GENE-031010-37]
ENSDARG00000057652	2.1149263353962633e-4	0.020398653337605478	-0.25857717228113425	16	13599693	13613475	-1	protein_coding	dbpb	D site albumin promoter binding protein b [Source:ZFIN;Acc:ZDB-GENE-100922-6]
ENSDARG00000075015	2.1731924001207298e-4	0.02086747635760372	0.29515964408548423	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]
ENSDARG00000040274	2.212499715707813e-4	0.021150909892861634	-0.21136802248042527	18	50089000	50100149	1	protein_coding	scamp5b	secretory carrier membrane protein 5b [Source:ZFIN;Acc:ZDB-GENE-120215-76]
ENSDARG00000099461	2.245770815380702e-4	0.021374395800132187	-0.30547789325907676	24	34085940	34107618	1	protein_coding	asb10	ankyrin repeat and SOCS box containing 10 [Source:ZFIN;Acc:ZDB-GENE-060929-1106]
ENSDARG00000043976	2.2662893585247707e-4	0.02145332250586703	0.1781148927336439	10	21434649	21444731	1	protein_coding	etf1b	eukaryotic translation termination factor 1b [Source:ZFIN;Acc:ZDB-GENE-021029-1]
ENSDARG00000053483	2.2739230982844478e-4	0.02145332250586703	0.40473904506653646	6	43450221	43474757	1	protein_coding	zgc:113054	zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]
ENSDARG00000073810	2.3073440042341555e-4	0.021622845045073467	0.6774181357205328	12	30653047	30681927	1	protein_coding	thbs2b	thrombospondin 2b [Source:ZFIN;Acc:ZDB-GENE-100623-1]
ENSDARG00000022303	2.3119079867678645e-4	0.021622845045073467	0.3200716253878659	2	2168547	2175629	1	protein_coding	higd1a	HIG1 hypoxia inducible domain family, member 1A [Source:ZFIN;Acc:ZDB-GENE-030826-15]
ENSDARG00000024775	2.3224514869882396e-4	0.02162782947257798	0.3690974030477669	22	22316855	22340688	-1	protein_coding	si:ch211-129c21.1	si:ch211-129c21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5796]
ENSDARG00000089432	2.413831859504326e-4	0.022382333615704277	-0.80919508678321	7	19615056	19621629	1	protein_coding	si:ch211-212k18.15	si:ch211-212k18.15 [Source:ZFIN;Acc:ZDB-GENE-160728-58]
ENSDARG00000088741	2.4764071391707496e-4	0.022864434291360702	0.21069328087520098	16	14093781	14167673	-1	lincRNA	BX322530.1	NA
ENSDARG00000039576	2.5466145267833735e-4	0.023412598660065866	0.2113927605632626	9	9735493	9842149	-1	protein_coding	fstl1b	follistatin-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-3029]
ENSDARG00000035178	2.580767618366545e-4	0.02362605270966492	-0.5351758271140632	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]
ENSDARG00000031678	2.6245411814055514e-4	0.02388710174146923	0.24553036381230023	9	42653188	42696408	-1	protein_coding	col5a2a	collagen, type V, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030616-13]
ENSDARG00000036593	2.63139560956708e-4	0.02388710174146923	-0.174415103178879	8	40238647	40276193	-1	protein_coding	kdm2ba	lysine (K)-specific demethylase 2Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2195]
ENSDARG00000044280	2.698739430073464e-4	0.024395926940057402	0.5285080570252961	6	41186320	41189460	1	protein_coding	opn1mw2	opsin 1 (cone pigments), medium-wave-sensitive, 2 [Source:NCBI gene;Acc:360151]
ENSDARG00000103981	2.713283331282798e-4	0.02442520265515202	0.9518159618034984	10	37927100	37928125	1	protein_coding	bhlha9	basic helix-loop-helix family, member a9 [Source:NCBI gene;Acc:323481]
ENSDARG00000007195	2.7468689408815036e-4	0.024624939198234393	-0.20693366695937285	11	36158134	36216651	1	protein_coding	grm2b	glutamate receptor, metabotropic 2b [Source:ZFIN;Acc:ZDB-GENE-060201-5]
ENSDARG00000052575	2.823083385768152e-4	0.025203601879967324	-0.2955537474044154	14	41293110	41308561	-1	protein_coding	arl13a	ADP-ribosylation factor-like 13A [Source:ZFIN;Acc:ZDB-GENE-040426-1790]
ENSDARG00000096398	2.8677303966183327e-4	0.025496837538658057	0.30173178143295803	6	8339298	8346939	1	protein_coding	si:ch211-276a17.5	si:ch211-276a17.5 [Source:ZFIN;Acc:ZDB-GENE-120215-248]
ENSDARG00000014244	2.8841111576158893e-4	0.025537385885365284	-0.16503438908479953	14	31855592	31862720	-1	protein_coding	rbmx	RNA binding motif protein X-linked [Source:NCBI gene;Acc:321860]
ENSDARG00000077139	2.902023149029156e-4	0.025591106177459147	0.2931262087591704	9	23914317	23990416	-1	protein_coding	col6a3	collagen, type VI, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070501-8]
ENSDARG00000028396	2.945312920113897e-4	0.02586727058498404	-0.33993989033926914	6	41096058	41117242	1	protein_coding	fkbp5	FKBP prolyl isomerase 5 [Source:ZFIN;Acc:ZDB-GENE-030616-630]
ENSDARG00000076820	3.026785728151935e-4	0.0264023269792747	-0.6288182645447168	19	24994270	25005609	-1	protein_coding	xkr8.2	XK, Kell blood group complex subunit-related family, member 8, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110106-2]
ENSDARG00000038475	3.0306767372645805e-4	0.0264023269792747	-0.16225772665778318	22	36755263	36774243	-1	protein_coding	acy1	aminoacylase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-755]
ENSDARG00000091669	3.120328498168842e-4	0.02699215415431687	-0.4978678040647291	21	25688388	25695124	1	protein_coding	bicdl2l	bicaudal-D-related protein 2-like [Source:ZFIN;Acc:ZDB-GENE-091204-161]
ENSDARG00000053480	3.1233689139454837e-4	0.02699215415431687	-0.1451041477138727	7	30371893	30390376	1	protein_coding	aqp9b	aquaporin 9b [Source:ZFIN;Acc:ZDB-GENE-070911-1]
ENSDARG00000042824	3.201700976970494e-4	0.027558864385437257	0.1967312251608013	9	1654284	1683368	1	protein_coding	nfe2l2a	nuclear factor, erythroid 2-like 2a [Source:ZFIN;Acc:ZDB-GENE-030723-2]
ENSDARG00000103361	3.226067936256928e-4	0.027658411810647196	-0.23748100256117494	7	46727891	46782264	-1	protein_coding	tshz3b	teashirt zinc finger homeobox 3b [Source:ZFIN;Acc:ZDB-GENE-100319-2]
ENSDARG00000062970	3.336682625613555e-4	0.02832596263170592	0.3542491483918768	21	13799448	13856689	-1	protein_coding	niban2a	niban apoptosis regulator 2a [Source:ZFIN;Acc:ZDB-GENE-070112-1222]
ENSDARG00000036005	3.337177187152328e-4	0.02832596263170592	0.4830205103225335	10	4046448	4085216	1	protein_coding	pitpnb	phosphatidylinositol transfer protein, beta [Source:ZFIN;Acc:ZDB-GENE-040426-895]
ENSDARG00000039243	3.343263351578343e-4	0.02832596263170592	-1.3772957681924225	13	37617518	37620290	-1	protein_coding	zgc:152791	zgc:152791 [Source:ZFIN;Acc:ZDB-GENE-060901-4]
ENSDARG00000039436	3.3662737038680883e-4	0.028409509129714863	0.383254964126173	5	37101393	37117778	-1	protein_coding	il13ra2	interleukin 13 receptor, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030521-10]
